param_name,pm_start_date,param_value,pm_end_date,pm_location,source
case_interviewed_perc_hdcount,10/1/21,52,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_perc_median,10/1/21,48,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_mean,10/1/21,43.5,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_hdcount,10/1/21,49,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_median,10/1/21,45,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_mean,10/1/21,1.2,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_hdcount,10/1/21,50,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_median,10/1/21,NA,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_mean,10/1/21,2.7,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_hdcount,10/1/21,47,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_median,10/1/21,2.6,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_mean,10/1/21,54,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_hdcount,10/1/21,44,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_median,10/1/21,53.4,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_mean,10/1/21,31.1,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_hdcount,10/1/21,40,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_median,10/1/21,19.7,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_mean,10/1/21,7.6,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_hdcount,10/1/21,49,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_median,10/1/21,4.6,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_mean,10/1/21,40.8,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_hdcount,10/1/21,53,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_median,10/1/21,43.2,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_mean,10/1/21,36,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_hdcount,10/1/21,52,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_median,10/1/21,24,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_mean,10/1/21,NA,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_hdcount,10/1/21,48,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_median,10/1/21,NA,11/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_perc_mean,11/1/21,52,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_perc_hdcount,11/1/21,47,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_perc_median,11/1/21,51.3,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_mean,11/1/21,43.9,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_hdcount,11/1/21,45,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_median,11/1/21,44.4,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_mean,11/1/21,1,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_hdcount,11/1/21,46,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_median,11/1/21,NA,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_mean,11/1/21,2.5,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_hdcount,11/1/21,43,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_median,11/1/21,2.4,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_mean,11/1/21,52.3,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_hdcount,11/1/21,38,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_median,11/1/21,56.5,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_mean,11/1/21,33.7,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_hdcount,11/1/21,36,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_median,11/1/21,27.4,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_mean,11/1/21,8.2,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_hdcount,11/1/21,44,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_median,11/1/21,2.7,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_mean,11/1/21,33.6,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_hdcount,11/1/21,48,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_median,11/1/21,24,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_mean,11/1/21,38.4,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_hdcount,11/1/21,47,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_median,11/1/21,24,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_mean,11/1/21,NA,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_hdcount,11/1/21,43,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_median,11/1/21,NA,12/1/21,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_perc_mean,12/1/21,32.4,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_perc_hdcount,12/1/21,50,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_perc_median,12/1/21,25.9,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_mean,12/1/21,38.8,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_hdcount,12/1/21,48,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_named_contact_perc_median,12/1/21,32.6,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_mean,12/1/21,NA,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_hdcount,12/1/21,50,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_interviewed_median,12/1/21,NA,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_mean,12/1/21,2.5,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_hdcount,12/1/21,48,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_named_namers_median,12/1/21,2.4,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_mean,12/1/21,46,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_hdcount,12/1/21,44,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_perc_median,12/1/21,40.9,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_mean,12/1/21,36.1,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_hdcount,12/1/21,39,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_test_of_notified-_median,12/1/21,27.3,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_mean,12/1/21,3.1,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_hdcount,12/1/21,49,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
cases_were_contact_perc_median,12/1/21,1.7,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_mean,12/1/21,36,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_hdcount,12/1/21,50,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_positive_from_test_median,12/1/21,24,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_mean,12/1/21,45.6,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_hdcount,12/1/21,50,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
case_interviewed_from_positive_median,12/1/21,24,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_mean,12/1/21,NA,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_hdcount,12/1/21,47,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
contact_reached_from_named_median,12/1/21,NA,1/1/22,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021."
